cas.number,ConcType,Effect,LifeStage,ExposureType,Endpoint,ObservedDuration.d,ObsRespMean,ToxUnit
134098616,Active ingredient,Mortality,Larva,Food,LD50,8,0.029,AI ug/org/d
134098616,Active ingredient,Mortality,Adult,Dermal,LD50,3,15.8,AI ug/org
134098616,Formulation,Mortality,Larva,Food,NOEL,8,0.0032,AI ug/org/d
134098616,Active ingredient,Growth,Larva,Food,NOEL,22,0.03,AI ug/org/d
134098616,Active ingredient,Mortality,Larva,Food,NOEL,3,0.12,AI ug/org
134098616,Formulation,Behavior,Adult,Food,NOEL,10,3.03,AI ug/org/d
134098616,Active ingredient,Mortality,Larva,Food,NOEL,15,0.011,AI ug/org/d
134098616,Active ingredient,Mortality,Larva,Food,NOEL,8,0.0038,AI ug/org/d
134098616,Formulation,Mortality,Adult,Food,NOEL,10,0.615,AI ug/org/d
134098616,Active ingredient,Development,Larva,Food,NOEL,22,0.011,AI ug/org/d
134098616,Active ingredient,Behavior,Adult,Food,NOEL,10,0.18,AI ug/org/d
134098616,Formulation,Mortality,Adult,Dermal,NOEL,3,239.9,AI ug/org
134098616,Active ingredient,Mortality,Adult,Food,NOEL,10,0.073,AI ug/org/d
134605644,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
134605644,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
135158542,Active ingredient,Mortality,Adult,Food,LD50,2,128.3,AI ug/org
135158542,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
135158542,Active ingredient,Mortality,Larva,Food,LD50,8,21,AI ug/org
135158542,Active ingredient,Development,Larva,Food,NOEL,22,21,AI ug/org
135158542,Active ingredient,Mortality,Larva,Food,NOEL,8,5.1,AI ug/org
135158542,Active ingredient,Mortality,Larva,Food,NOEL,15,21,AI ug/org
135158542,Active ingredient,Mortality,Adult,Food,NOEL,2,128.3,AI ug/org
135158542,Active ingredient,Growth,Larva,Food,NOEL,22,21,AI ug/org
135158542,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
135410207,Active ingredient,Mortality,Adult,Dermal,LD50,3,12.5,AI ug/org
135410207,Active ingredient,Mortality,Adult,Food,LD50,3,10.21,AI ug/org
135410207,Active ingredient,Mortality,Larva,Food,LD50,3,1.16,AI ug/org
135410207,Formulation,Mortality,Adult,Food,LD50,2,8.96,AI ug/org
135410207,Active ingredient,Mortality,Larva,Food,LD50,7,5.43,AI ug/org/d
135410207,Formulation,Mortality,Adult,Dermal,LD50,2,10.53,AI ug/org
135410207,Active ingredient,Mortality,Larva,Food,LD50,3,0.96,AI ug/org/d
135410207,Active ingredient,Mortality,Larva,Food,NOEL,8,0.35,AI ug/org/d
135410207,Active ingredient,Mortality,Adult,Dermal,NOEL,3,6.25,AI ug/org
135410207,Active ingredient,Mortality,Larva,Food,NOEL,15,0.12,AI ug/org/d
135410207,Active ingredient,Mortality,Larva,Food,NOEL,7,1.47,AI ug/org/d
135410207,Active ingredient,Mortality,Larva,Food,NOEL,22,0.12,AI ug/org/d
135410207,Active ingredient,Development,Larva,Food,NOEL,22,0.12,AI ug/org/d
135410207,Active ingredient,Mortality,Adult,Food,NOEL,10,2.42,AI ug/org/d
135410207,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
135410207,Formulation,Mortality,Adult,Food,LD50,2,22.2,AI ug/org
135410207,Formulation,Mortality,Adult,Food,NOEL,2,10.37,AI ug/org
135410207,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
138261413,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.078,AI ug/org
138261413,Active ingredient,Mortality,Adult,Food,LD50,2,0.0039,AI ug/org
138261413,Active ingredient,Mortality,Adult,Food,NOEL,2,0.0015,AI ug/org
138261413,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.05,AI ug/org
139968493,Active ingredient,Mortality,Adult,Dermal,LD50,2,106,AI ug/org
139968493,Active ingredient,Mortality,Adult,Food,LD50,4,2.43,AI ug/org
139968493,Active ingredient,Mortality,Adult,Dermal,LD50,4,1.65,AI ug/org
139968493,Active ingredient,Mortality,Adult,Food,NOEL,4,1.38,AI ug/org
139968493,Active ingredient,Mortality,Adult,Dermal,NOEL,4,1,AI ug/org
139968493,Active ingredient,Mortality,Adult,Dermal,NOEL,2,106,AI ug/org
141517217,Active ingredient,Mortality,Adult,Food,LD50,2,200,AI ug/org
141517217,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
141517217,Active ingredient,Mortality,Adult,Food,NOEL,2,200,AI ug/org
141517217,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
141776321,Active ingredient,Mortality,Adult,Food,LD50,2,30,AI ug/org
141776321,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
141776321,Active ingredient,Mortality,Adult,Food,NOEL,2,30,AI ug/org
141776321,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
142459583,Active ingredient,Mortality,Adult,Food,LD50,2,109.2,AI ug/org
142459583,Active ingredient,Mortality,Adult,Dermal,LD50,2,193.8,AI ug/org
142459583,Formulation,Mortality,Adult,Food,LD50,2,340.4,AI ug/org
142459583,Formulation,Mortality,Adult,Dermal,LD50,2,400,AI ug/org
142459583,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
142459583,Active ingredient,Mortality,Adult,Food,LD50,2,170.12,AI ug/org
142459583,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
142459583,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
142459583,Active ingredient,Mortality,Adult,Food,NOEL,10,4.03,AI ug/org/d
142459583,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
142459583,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
143390890,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,ug/bee
144171619,Formulation,Mortality,Adult,Dermal,LD50,4,0.64,AI ug/org
144171619,Formulation,Mortality,Adult,Food,LD50,4,0.0912,AI ug/org
144550367,Active ingredient,Mortality,Adult,Dermal,NOEL,3,100,AI ug/org
145701219,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
145701219,Active ingredient,Mortality,Larva,Food,LD50,8,1.1,AI ug/org/d
145701219,Active ingredient,Mortality,Larva,Food,LD50,3,16.7,AI ug/org
145701219,Active ingredient,Mortality,Adult,Food,LD50,2,202,AI ug/org
145701219,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
145701219,Active ingredient,Mortality,Larva,Food,NOEL,15,27.9,AI ug/org/d
145701219,Active ingredient,Mortality,Adult,Food,NOEL,10,11.82,AI ug/org/d
145701219,Active ingredient,Behavior,Adult,Food,NOEL,10,11.82,AI ug/org/d
145701219,Active ingredient,Mortality,Larva,Food,NOEL,22,1.1,AI ug/org/d
145701219,Active ingredient,Mortality,Larva,Food,NOEL,15,1.1,AI ug/org/d
145701219,Active ingredient,Mortality,Larva,Food,NOEL,8,1.1,AI ug/org/d
145701231,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
145701231,Active ingredient,Mortality,Larva,Food,LD50,8,3.85,AI ug/org/d
145701231,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
145701231,Active ingredient,Mortality,Adult,Food,NOEL,10,5.3,AI ug/org/d
145701231,Active ingredient,Mortality,Larva,Food,NOEL,15,0.215,AI ug/org/d
145701231,Active ingredient,Growth,Larva,Food,NOEL,22,3.85,AI ug/org/d
145701231,Active ingredient,Behavior,Adult,Food,NOEL,10,9.4,AI ug/org/d
145701231,Active ingredient,Growth,Adult,Food,NOEL,10,9.4,AI ug/org/d
145701231,Active ingredient,Mortality,Larva,Food,NOEL,8,0.215,AI ug/org/d
145701231,Active ingredient,Development,Larva,Food,NOEL,22,0.215,AI ug/org/d
147150354,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
147150354,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
148477718,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
148477718,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
148477718,Formulation,Mortality,Adult,Food,LD50,2,100,AI ug/org
148477718,Active ingredient,Mortality,Adult,Food,LD50,2,196,AI ug/org
148477718,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
148477718,Formulation,Mortality,Adult,Food,NOEL,2,100,AI ug/org
148477718,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
148477718,Active ingredient,Mortality,Adult,Food,NOEL,2,196,AI ug/org
149877418,Active ingredient,Mortality,Adult,Dermal,LD50,2,7.8,AI ug/org
149877418,Active ingredient,Mortality,Adult,Dermal,NOEL,2,2.7,AI ug/org
150114719,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
150114719,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
153233911,Active ingredient,Mortality,Adult,Food,LD50,2,200,AI ug/org
153233911,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
153233911,Active ingredient,Mortality,Larva,Food,LD50,8,1,AI ug/org/d
153233911,Active ingredient,Development,Larva,Food,NOEL,22,0.35,AI ug/org/d
153233911,Active ingredient,Growth,Larva,Food,NOEL,22,1,AI ug/org/d
153233911,Active ingredient,Growth,Adult,Food,NOEL,10,19,AI ug/org/d
153233911,Active ingredient,Mortality,Adult,Food,NOEL,2,200,AI ug/org
153233911,Active ingredient,Mortality,Adult,Food,NOEL,10,19,AI ug/org/d
153233911,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
153233911,Active ingredient,Behavior,Adult,Food,NOEL,10,7.1,AI ug/org/d
153233911,Active ingredient,Mortality,Larva,Food,NOEL,8,1,AI ug/org/d
153719234,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.024,AI ug/org
153719234,Active ingredient,Mortality,Adult,Food,LD50,2,0.005,AI ug/org
153719234,Active ingredient,Mortality,Larva,Food,LD50,8,0.78,AI ug/org/d
153719234,Formulation,Mortality,Adult,Dermal,LD50,2,0.46,AI ug/org
153719234,Active ingredient,Mortality,Larva,Food,LD50,8,0.12,AI ug/org/d
153719234,Formulation,Mortality,Adult,Dermal,LD50,2,0.093,ug/bee
153719234,Formulation,Mortality,Adult,Dermal,LD50,2,0.0198,AI ug/org
153719234,Active ingredient,Mortality,Adult,Food,LD50,4,4.4,AI ng/org
153719234,Active ingredient,Mortality,Adult,Dermal,LD50,4,34.4,AI ng/org
153719234,Formulation,Mortality,Adult,Dermal,LD50,2,0.023,AI ug/org
153719234,Formulation,Mortality,Adult,Food,LD50,2,0.00309,AI ug/org
153719234,Active ingredient,Mortality,Larva,Food,NOEL,15,0.028,AI ug/org/d
153719234,Active ingredient,Mortality,Adult,Food,NOEL,2,0.002,AI ug/org
153719234,Active ingredient,Mortality,Adult,Food,NOEL,10,0.00251,AI ug/org/d
153719234,Active ingredient,Behavior,Adult,Food,NOEL,10,0.00117,AI ug/org/d
153719234,Active ingredient,Mortality,Larva,Food,NOEL,8,0.004,AI ug/org/d
153719234,Active ingredient,Behavior,Adult,Food,NOEL,10,0.00898,AI ug/org/d
153719234,Formulation,Mortality,Adult,Food,NOEL,10,2e-4,AI mg/kg food
153719234,Active ingredient,Mortality,Larva,Food,NOEL,8,0.12,AI ug/org/d
153719234,Active ingredient,Development,Larva,Food,NOEL,22,0.004,AI ug/org/d
153719234,Active ingredient,Mortality,Larva,Food,NOEL,22,0.004,AI ug/org/d
153719234,Active ingredient,Mortality,Adult,Food,NOEL,10,0.00898,AI ug/org/d
153719234,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.005,AI ug/org
153719234,Formulation,Behavior,Adult,Food,NOEL,10,2e-4,AI mg/kg food
153719234,Formulation,Mortality,Adult,Food,LD50,3,0.02,AI ug/org
153719234,Formulation,Mortality,Adult,Dermal,LD50,3,0.11,AI ug/org
155569918,Formulation,Mortality,Adult,Dermal,LD50,2,0.0048,AI ug/org
155569918,Formulation,Mortality,Adult,Food,LD50,2,0.0068,AI ug/org
155569918,Formulation,Mortality,Adult,Dermal,LD50,4,0.0028,AI ug/org
155569918,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0035,AI ug/org
155569918,Formulation,Mortality,Adult,Dermal,NOEL,4,0.0025,AI ug/org
155569918,Formulation,Mortality,Adult,Food,NOEL,2,0.002,AI ug/org
155569918,Formulation,Mortality,Adult,Dermal,NOEL,2,0.0025,AI ug/org
156052685,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
156052685,Formulation,Mortality,Adult,Dermal,LD50,3,44.7,AI ug/org
156052685,Formulation,Mortality,Adult,Food,LD50,3,32.9,AI ug/org
156052685,Active ingredient,Mortality,Larva,Food,LD50,3,97.1,AI ug/org/d
156052685,Active ingredient,Mortality,Larva,Food,LD50,8,28,AI ug/org/d
156052685,Active ingredient,Mortality,Larva,Food,NOEL,8,28,AI ug/org/d
156052685,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
156052685,Active ingredient,Growth,Larva,Food,NOEL,22,28,AI ug/org/d
156052685,Active ingredient,Development,Larva,Food,NOEL,22,28,AI ug/org/d
156052685,Formulation,Mortality,Adult,Food,NOEL,10,174.8,AI ug/org/d
156052685,Formulation,Behavior,Adult,Food,NOEL,10,174.8,AI ug/org/d
156052685,Active ingredient,Mortality,Larva,Food,NOEL,15,28,AI ug/org/d
156963665,Active ingredient,Mortality,Adult,Dermal,LD50,3,200,AI ug/org
156963665,Active ingredient,Mortality,Adult,Food,LD50,3,200,AI ug/org
158062670,Formulation,Mortality,Adult,Dermal,LD50,4,83.7,AI ug/org
158062670,Active ingredient,Mortality,Adult,Food,LD50,4,42,AI ug/org
158062670,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
158062670,Formulation,Mortality,Adult,Dermal,LD50,4,65.1,AI ug/org
158062670,Active ingredient,Mortality,Adult,Food,LD50,4,60.5,ae ug/org
158062670,Active ingredient,Mortality,Adult,Dermal,LD50,4,100,AI ug/org
158062670,Formulation,Mortality,Adult,Food,LD50,4,60,AI ug/org
158062670,Active ingredient,Mortality,Larva,Food,LD50,3,63,AI ug/org
158062670,Active ingredient,Mortality,Larva,Food,LD50,8,25,AI ug/org/d
158062670,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
158062670,Formulation,Mortality,Adult,Food,LD50,4,57,AI ug/org
158062670,Formulation,Mortality,Adult,Food,LD50,4,13.6,AI ug/org
158062670,Active ingredient,Mortality,Larva,Food,NOEL,15,12,AI ug/org/d
158062670,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
158062670,Formulation,Mortality,Adult,Dermal,NOEL,2,100,ug/bee
158062670,Active ingredient,Mortality,Larva,Food,NOEL,8,12,AI ug/org/d
158062670,Formulation,Mortality,Adult,Food,NOEL,4,6.8,ug/bee
158062670,Active ingredient,Development,Larva,Food,NOEL,22,3,AI ug/org/d
158062670,Active ingredient,Growth,Larva,Food,NOEL,22,25,AI ug/org/d
161050584,Active ingredient,Mortality,Larva,Food,LD50,3,3.69,AI ug/org
161050584,Active ingredient,Mortality,Larva,Food,LD50,3,3.69,AI ug/org
161050584,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
161050584,Active ingredient,Mortality,Larva,Food,LD50,3,3.69,AI ug/org
161050584,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
161326347,Active ingredient,Mortality,Adult,Dermal,LD50,3,82.3,AI ug/org
161326347,Active ingredient,Mortality,Adult,Food,LD50,4,159.8,AI ug/org
161326347,Active ingredient,Mortality,Larva,Food,LD50,8,0.84,AI ug/org/d
161326347,Formulation,Mortality,Larva,Food,LD50,7,7.56,AI ug/org
161326347,Active ingredient,Mortality,Adult,Dermal,LD50,4,47.1,AI ug/org
161326347,Active ingredient,Mortality,Adult,Dermal,NOEL,4,12.5,AI ug/org
161326347,Active ingredient,Mortality,Larva,Food,NOEL,8,0.84,AI ug/org/d
161326347,Formulation,Behavior,Adult,Food,NOEL,10,0.4,AI ug/org/d
161326347,Active ingredient,Mortality,Adult,Food,NOEL,4,79.2,AI ug/org
161326347,Active ingredient,Development,Larva,Food,NOEL,22,0.118,AI ug/org/d
161326347,Active ingredient,Mortality,Adult,Dermal,NOEL,3,12.5,AI ug/org
161326347,Formulation,Mortality,Adult,Food,NOEL,10,0.77,AI ug/org/d
162650773,Active ingredient,Mortality,Adult,Food,LD50,2,111.8,AI ug/org
162650773,Active ingredient,Mortality,Larva,Food,LD50,3,100,AI ug/org
162650773,Active ingredient,Mortality,Adult,Dermal,LD50,2,111.8,AI ug/org
165252700,Active ingredient,Mortality,Larva,Food,LD50,8,15,AI ug/org
165252700,Active ingredient,Mortality,Larva,Food,LD50,3,3.3,AI ug/org
165252700,Formulation,Mortality,Adult,Dermal,LD50,2,0.024,AI ug/org
165252700,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.047,AI ug/org
165252700,Formulation,Mortality,Adult,Dermal,LD50,2,0.061,AI ug/org
165252700,Active ingredient,Mortality,Adult,Food,LD50,2,0.023,AI ug/org
165252700,Formulation,Mortality,Adult,Food,LD50,2,0.0076,AI ug/org
165252700,Formulation,Mortality,Adult,Food,LD50,2,0.032,AI ug/org
165252700,Active ingredient,Behavior,Adult,Food,NOEL,10,0.0015,AI ug/org/d
165252700,Active ingredient,Growth,Larva,Food,NOEL,22,15,AI ug/org
165252700,Active ingredient,Mortality,Adult,Food,NOEL,10,0.0035,AI ug/org/d
165252700,Formulation,Mortality,Adult,Dermal,NOEL,2,0.032,AI ug/org
165252700,Formulation,Mortality,Adult,Food,NOEL,2,0.0032,AI ug/org
165252700,Active ingredient,Mortality,Larva,Food,NOEL,15,15,AI ug/org
165252700,Active ingredient,Mortality,Larva,Food,NOEL,8,0.13,AI ug/org
165252700,Active ingredient,Mortality,Adult,Food,NOEL,2,0.003,AI ug/org
165252700,Active ingredient,Mortality,Adult,Dermal,NOEL,2,0.0063,AI ug/org
165252700,Formulation,Mortality,Adult,Dermal,NOEL,2,0.0125,AI ug/org
165252700,Active ingredient,Development,Larva,Food,NOEL,22,15,AI ug/org
165252700,Formulation,Mortality,Adult,Food,NOEL,2,0.005,AI ug/org
168316958,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0029,AI ug/org
173159574,Active ingredient,Mortality,Adult,Food,NOEL,3,163,AI ug/org
173159574,Active ingredient,Mortality,Adult,Dermal,NOEL,3,1.9,AI ug/org
173584446,Formulation,Mortality,Adult,Food,LD50,3,0.478,AI ug/org
173584446,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.0682,AI ug/org
173584446,Formulation,Mortality,Adult,Food,LD50,10,0.0403,AI ug/org/d
173584446,Formulation,Mortality,Larva,Food,LD50,8,14,AI ug/org
173584446,Formulation,Mortality,Adult,Dermal,LD50,3,0.566,AI ug/org
173584446,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.18,AI ug/org
173584446,Active ingredient,Mortality,Adult,Food,LD50,2,0.204,AI ug/org
173584446,Formulation,Mortality,Adult,Dermal,LD50,3,1.5,AI ug/org
173584446,Formulation,Mortality,Adult,Food,LD50,3,0.528,AI ug/org
173584446,Formulation,Mortality,Larva,Food,LD50,3,18.1,AI ug/org
173584446,Formulation,Mortality,Larva,Food,LD50,8,10,AI ug/org
173584446,Active ingredient,Mortality,Larva,Food,NOEL,15,0.0168,AI ug/org/d
173584446,Formulation,Behavior,Adult,Food,NOEL,10,0.00834,AI ug/org/d
173584446,Formulation,Mortality,Adult,Food,NOEL,3,0.043,AI ug/org
173584446,Active ingredient,Development,Larva,Food,NOEL,22,0.0168,AI ug/org/d
173584446,Active ingredient,Mortality,Larva,Food,NOEL,8,0.0168,AI ug/org/d
173584446,Formulation,Mortality,Larva,Food,NOEL,8,0.0279,AI ug/org/d
173584446,Formulation,Mortality,Adult,Food,NOEL,10,0.00834,AI ug/org/d
173584446,Formulation,Mortality,Larva,Food,NOEL,15,0.0279,AI ug/org/d
173584446,Active ingredient,Mortality,Larva,Food,NOEL,22,0.0168,AI ug/org/d
173584446,Formulation,Mortality,Adult,Food,NOEL,10,0.0078,AI ug/org/d
173584446,Formulation,Mortality,Adult,Dermal,NOEL,3,0.1,AI ug/org
173584446,Formulation,Mortality,Larva,Food,NOEL,22,0.0279,AI ug/org/d
173584446,Active ingredient,Mortality,Adult,Dermal,LD50,4,0.23,AI ug/org
173584446,Formulation,Mortality,Adult,Dermal,LD50,4,0.56,AI ug/org
173584446,Formulation,Mortality,Adult,Food,LD50,4,0.0842,AI ug/org
173584446,Formulation,Mortality,Adult,Dermal,LD50,4,0.31,AI ug/org
173584446,Active ingredient,Mortality,Adult,Food,LD50,4,0.065,AI ug/org
173584446,Formulation,Mortality,Adult,Food,LD50,4,0.11,AI ug/org
173584446,Formulation,Mortality,Adult,Food,NOEL,4,0.0548,AI ug/org
173584446,Formulation,Mortality,Adult,Dermal,NOEL,4,0.25,AI ug/org
173584446,Active ingredient,Mortality,Adult,Food,NOEL,4,0.02,AI ug/org
173584446,Active ingredient,Mortality,Adult,Dermal,NOEL,4,0.025,AI ug/org
173662970,Active ingredient,Mortality,Larva,Food,LD50,8,28,AI ug/org/d
173662970,Active ingredient,Behavior,Adult,Food,NOEL,10,45,AI ug/org/d
173662970,Active ingredient,Mortality,Adult,Food,NOEL,10,45,AI ug/org/d
173662970,Active ingredient,Growth,Adult,Food,NOEL,10,45,AI ug/org/d
173662970,Active ingredient,Development,Larva,Food,NOEL,22,28,AI ug/org/d
173662970,Active ingredient,Growth,Larva,Food,NOEL,22,13,AI ug/org/d
173662970,Active ingredient,Mortality,Larva,Food,NOEL,15,13,AI ug/org/d
173662970,Active ingredient,Mortality,Larva,Food,NOEL,8,6.9,AI ug/org/d
175013180,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
175013180,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
175013180,Active ingredient,Mortality,Adult,Food,LD50,2,110,AI ug/org
175013180,Active ingredient,Mortality,Larva,Food,LD50,8,4.8,AI ug/org/d
175013180,Active ingredient,Mortality,Larva,Food,NOEL,15,2.9,AI ug/org/d
175013180,Active ingredient,Behavior,Adult,Food,NOEL,10,0.8,AI ug/org/d
175013180,Active ingredient,Development,Larva,Food,NOEL,22,2.9,AI ug/org/d
175013180,Active ingredient,Mortality,Adult,Food,NOEL,10,1,AI ug/org/d
175013180,Formulation,Behavior,Adult,Food,NOEL,10,4.89,AI ug/org/d
175013180,Formulation,Mortality,Adult,Food,NOEL,10,4.89,AI ug/org/d
175013180,Active ingredient,Mortality,Larva,Food,NOEL,8,2.9,AI ug/org/d
175013180,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
178928706,Active ingredient,Mortality,Larva,Food,LD50,8,5.2,AI ug/org/d
178928706,Formulation,Mortality,Adult,Dermal,LD50,2,200,ug/bee
178928706,Active ingredient,Mortality,Adult,Food,LD50,2,71,AI ug/org
178928706,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
178928706,Active ingredient,Mortality,Larva,Food,LD50,3,58,AI ug/org/d
178928706,Formulation,Mortality,Adult,Food,LD50,2,232,ug/bee
178928706,Active ingredient,Mortality,Larva,Food,NOEL,8,5.2,AI ug/org/d
178928706,Active ingredient,Development,Larva,Food,NOEL,22,2,AI ug/org/d
178928706,Formulation,Mortality,Adult,Food,NOEL,10,3.19,AI ug/org/d
178928706,Active ingredient,Mortality,Larva,Food,NOEL,15,5.2,AI ug/org/d
178928706,Active ingredient,Mortality,Adult,Food,NOEL,2,71,AI ug/org
178928706,Formulation,Behavior,Adult,Food,NOEL,10,8.95,AI ug/org/d
178928706,Formulation,Behavior,Adult,Food,NOEL,10,8.95,AI ug/org/d
178928706,Formulation,Mortality,Adult,Food,NOEL,10,26.1,AI ug/org/d
178928706,Formulation,Mortality,Adult,Dermal,NOEL,2,200,ug/bee
178928706,Formulation,Mortality,Adult,Food,NOEL,2,232,ug/bee
178928706,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
178928706,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
179101816,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
179101816,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
180409603,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
180409603,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
180409603,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
180409603,Formulation,Mortality,Adult,Food,LD50,2,100,AI ug/org
180409603,Formulation,Mortality,Adult,Food,NOEL,2,100,AI ug/org
180409603,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
180409603,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
180409603,Active ingredient,Mortality,Adult,Food,NOEL,2,100,AI ug/org
181274157,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
181274157,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
181274179,Active ingredient,Mortality,Adult,Food,LD50,2,445,AI ug/org
181274179,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
183675823,Formulation,Mortality,Adult,Food,LD50,2,56.7,AI ug/org
183675823,Active ingredient,Mortality,Adult,Dermal,LD50,2,500,AI ug/org
183675823,Formulation,Mortality,Adult,Food,LD50,4,50.68,AI ug/org
183675823,Formulation,Mortality,Adult,Dermal,LD50,4,23.49,AI ug/org
183675823,Formulation,Mortality,Adult,Dermal,LD50,2,30.94,AI ug/org
183675823,Formulation,Mortality,Adult,Food,LD50,2,107.21,AI ug/org
183675823,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
183675823,Formulation,Mortality,Adult,Dermal,NOEL,4,1.07,AI ug/org
183675823,Formulation,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
183675823,Formulation,Mortality,Adult,Food,NOEL,2,6.63,AI ug/org
183675823,Formulation,Mortality,Adult,Food,NOEL,4,6.63,AI ug/org
183675823,Formulation,Mortality,Adult,Dermal,NOEL,2,1.07,AI ug/org
183675823,Formulation,Mortality,Adult,Food,NOEL,2,107.21,AI ug/org
183675823,Active ingredient,Mortality,Adult,Dermal,NOEL,2,500,AI ug/org
188425856,Active ingredient,Mortality,Adult,Dermal,LD50,2,200,AI ug/org
188425856,Active ingredient,Mortality,Adult,Food,LD50,2,166,AI ug/org
188425856,Active ingredient,Mortality,Larva,Food,LD50,8,11,AI ug/org/d
188425856,Active ingredient,Mortality,Larva,Food,NOEL,8,11,AI ug/org/d
188425856,Active ingredient,Development,Larva,Food,NOEL,22,11,AI ug/org/d
188425856,Active ingredient,Mortality,Adult,Food,NOEL,2,166,AI ug/org
188425856,Active ingredient,Mortality,Adult,Dermal,NOEL,2,200,AI ug/org
188425856,Active ingredient,Mortality,Larva,Food,NOEL,15,11,AI ug/org/d
188489078,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
199119589,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
199119589,Active ingredient,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
203313251,Formulation,Mortality,Adult,Food,LD50,2,109,AI ug/org
203313251,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
203313251,Formulation,Behavior,Adult,Food,NOEL,10,0.28,AI ug/org/d
203313251,Formulation,Mortality,Adult,Food,NOEL,10,0.28,AI ug/org/d
