cas.number,ConcType,Effect,LifeStage,ExposureType,Endpoint,ObservedDuration.d,ObsRespMean,ToxUnit
50293,Formulation,Mortality,Adult,Dermal,LD50,2,5.95,ug/bee
50293,Formulation,Mortality,Adult,Dermal,LD50,2,7.12,ug/bee
50293,Formulation,Mortality,Adult,Dermal,LD50,2,5.36,ug/bee
51036,Active ingredient,Mortality,Adult,Dermal,LD50,2,11,AI ug/org
52686,Formulation,Mortality,Adult,Dermal,LD50,2,59.83,ug/bee
52857,Formulation,Mortality,Adult,Dermal,LD50,2,0.417,ug/bee
54115,Formulation,Mortality,Adult,Dermal,LD50,2,8.7,ug/bee
55389,Formulation,Mortality,Adult,Dermal,LD50,2,0.308,ug/bee
56382,Formulation,Mortality,Adult,Dermal,LD50,2,0.175,ug/bee
57749,Formulation,Mortality,Adult,Dermal,LD50,2,5.23,ug/bee
57749,Formulation,Mortality,Adult,Dermal,LD50,2,3.14,ug/bee
57749,Formulation,Mortality,Adult,Dermal,LD50,2,8.8,ug/bee
58899,Formulation,Mortality,Adult,Dermal,LD50,2,0.562,ug/bee
60515,Formulation,Mortality,Adult,Dermal,LD50,2,0.188,ug/bee
60571,Formulation,Mortality,Adult,Dermal,LD50,2,0.139,ug/bee
61314,Active ingredient,Mortality,Adult,Food,LD50,2,127,AI ug/org
61314,Active ingredient,Mortality,Adult,Dermal,LD50,2,96.7,AI ug/org
61825,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
61825,Formulation,Mortality,Adult,Dermal,LD50,3,200,AI ug/org
61825,Formulation,Mortality,Adult,Food,LD50,3,200,AI ug/org
61825,Formulation,Mortality,Adult,Food,NOEL,3,100,AI ug/org
61825,Formulation,Mortality,Adult,Dermal,NOEL,3,200,AI ug/org
62737,Formulation,Mortality,Adult,Dermal,LD50,2,0.495,ug/bee
63252,Formulation,Mortality,Adult,Dermal,LD50,2,1.34,ug/bee
63252,Formulation,Mortality,Adult,Dermal,LD50,2,1.88,ug/bee
63252,Active ingredient,Mortality,Adult,Food,LD50,2,46,AI ug/org
63252,Formulation,Mortality,Adult,Dermal,LD50,2,1.02,ug/bee
63252,Formulation,Mortality,Adult,Dermal,LD50,2,1.34,ug/bee
63252,Active ingredient,Mortality,Adult,Food,NOEL,2,46,AI ug/org
65850,Active ingredient,Mortality,Adult,Dermal,LD50,2,12.5,AI ug/org
66819,Formulation,Mortality,Adult,Dermal,LD50,2,241.72,ug/bee
72208,Formulation,Mortality,Adult,Dermal,LD50,2,2.02,ug/bee
72435,Formulation,Mortality,Adult,Dermal,LD50,2,23.57,ug/bee
72548,Formulation,Mortality,Adult,Dermal,LD50,2,161,ug/bee
72560,Formulation,Mortality,Adult,Dermal,LD50,2,4.47,ug/bee
75605,Formulation,Mortality,Adult,Dermal,LD50,2,157.12,ug/bee
75990,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
76062,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
76062,Active ingredient,Mortality,Adult,Dermal,NOEL,2,50,AI ug/org
76448,Formulation,Mortality,Adult,Dermal,LD50,2,0.526,ug/bee
76879,Formulation,Mortality,Adult,Dermal,LD50,2,114.82,ug/bee
78342,Formulation,Mortality,Adult,Dermal,LD50,2,21.27,ug/bee
78579,Formulation,Mortality,Adult,Dermal,LD50,2,11.06,ug/bee
82688,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
82688,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
83794,Formulation,Mortality,Adult,Dermal,LD50,2,2.42,ug/bee
86500,Formulation,Mortality,Adult,Dermal,LD50,2,0.423,ug/bee
86873,Active ingredient,Mortality,Larva,Food,LD50,8,25,AI ug/org/d
86873,Active ingredient,Mortality,Larva,Food,NOEL,8,25,AI ug/org/d
86873,Active ingredient,Development,Larva,Food,NOEL,22,25,AI ug/org/d
86873,Active ingredient,Mortality,Larva,Food,NOEL,15,25,AI ug/org/d
86873,Active ingredient,Growth,Larva,Food,NOEL,22,25,AI ug/org/d
87865,Formulation,Mortality,Adult,Dermal,LD50,2,48.34,ug/bee
88857,Formulation,Mortality,Adult,Dermal,LD50,2,36.26,AI ug/org
93652,Formulation,Mortality,Adult,Dermal,LD50,2,18.13,ug/bee
93721,Formulation,Mortality,Adult,Dermal,LD50,2,241.72,ug/bee
93754,Formulation,Mortality,Adult,Dermal,LD50,2,121,AI ug/org
94746,Active ingredient,Mortality,Adult,Food,LD50,2,194,AI ug/org
94746,Active ingredient,Mortality,Adult,Dermal,LD50,2,194,AI ug/org
94746,Active ingredient,Mortality,Larva,Food,LD50,3,34.6,AI ug/org
94746,Active ingredient,Mortality,Larva,Food,LD50,8,93.9,AI ug/org/d
94746,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
94746,Active ingredient,Development,Larva,Food,NOEL,22,5.64,AI ug/org/d
94746,Active ingredient,Growth,Larva,Food,NOEL,22,46.2,AI ug/org/d
94746,Active ingredient,Mortality,Larva,Food,NOEL,15,11.6,AI ug/org/d
94746,Active ingredient,Mortality,Larva,Food,NOEL,8,11.6,AI ug/org/d
94757,Active ingredient,Mortality,Larva,Food,LD50,8,6,AI ug/org/d
94757,Formulation,Mortality,Adult,Dermal,LD50,2,18.13,ug/bee
94757,Active ingredient,Development,Larva,Food,NOEL,22,3.25,AI ug/org/d
94757,Active ingredient,Growth,Larva,Food,NOEL,22,3.25,AI ug/org/d
94757,Active ingredient,Mortality,Larva,Food,NOEL,22,3.25,AI ug/org/d
94757,Active ingredient,Mortality,Larva,Food,NOEL,15,3.25,AI ug/org/d
94757,Active ingredient,Mortality,Larva,Food,NOEL,8,6.5,AI ug/org/d
98011,Active ingredient,Mortality,Adult,Food,LD50,4,100,AI ug/org
98011,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
98011,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
98500,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
98500,Active ingredient,Mortality,Adult,Dermal,LD50,4,100,AI ug/org
98500,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
99309,Formulation,Mortality,Adult,Dermal,LD50,2,181.29,ug/bee
101213,Formulation,Mortality,Adult,Dermal,LD50,2,36.26,ug/bee
107493,Formulation,Mortality,Adult,Dermal,LD50,2,0.001,ug/bee
112050,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
114261,Formulation,Mortality,Adult,Dermal,LD50,2,1.35,ug/bee
115297,Formulation,Mortality,Adult,Dermal,LD50,2,7.81,ug/bee
115297,Formulation,Mortality,Adult,Dermal,LD50,2,16.14,AI ug/org
115322,Formulation,Mortality,Adult,Dermal,LD50,2,145,ug/bee
115902,Formulation,Mortality,Adult,Dermal,LD50,2,0.35,ug/bee
116063,Formulation,Mortality,Adult,Dermal,LD50,2,0.285,ug/bee
117806,Formulation,Mortality,Adult,Dermal,LD50,2,7.25,ug/bee
119380,Formulation,Mortality,Adult,Dermal,LD50,2,0.471,ug/bee
119642,Formulation,Mortality,Adult,Dermal,LD50,2,0.336,ug/bee
121755,Active ingredient,Mortality,Adult,Food,LD50,4,1.66,AI ug/org
121755,Active ingredient,Mortality,Adult,Food,LD50,2,1.66,AI ug/org
121755,Formulation,Mortality,Adult,Dermal,LD50,4,0.19,AI ug/org
121755,Formulation,Mortality,Adult,Dermal,LD50,2,0.709,ug/bee
121755,Formulation,Mortality,Adult,Food,LD50,4,0.4,AI ug/org
121755,Active ingredient,Mortality,Adult,Dermal,LD50,4,0.156,AI ug/org
122101,Formulation,Mortality,Adult,Dermal,LD50,2,0.743,ug/bee
122145,Formulation,Mortality,Adult,Dermal,LD50,2,0.383,ug/bee
122349,Formulation,Mortality,Adult,Dermal,LD50,2,96.69,ug/bee
122429,Formulation,Mortality,Adult,Dermal,LD50,2,604,AI ug/org
123331,Formulation,Mortality,Adult,Dermal,LD50,2,36.26,ug/bee
126750,Formulation,Mortality,Adult,Dermal,LD50,2,1.49,ug/bee
131895,Formulation,Mortality,Adult,Dermal,LD50,2,2175,AI ug/org
132672,Formulation,Mortality,Adult,Dermal,LD50,2,113.2,ug/bee
133062,Active ingredient,Mortality,Adult,Food,LD50,3,107,AI ug/org
133062,Active ingredient,Mortality,Larva,Food,LD50,7,6,AI ug/org/d
133062,Formulation,Mortality,Adult,Dermal,LD50,2,215,ug/bee
133073,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
134203,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
137268,Formulation,Mortality,Adult,Dermal,LD50,2,73.72,ug/bee
137304,Formulation,Mortality,Adult,Dermal,LD50,2,46.65,ug/bee
137304,Active ingredient,Mortality,Adult,Dermal,LD50,2,98.5,AI ug/org
139402,Formulation,Mortality,Adult,Dermal,LD50,2,96.69,ug/bee
141662,Formulation,Mortality,Adult,Dermal,LD50,2,0.3,ug/bee
142596,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
143500,Formulation,Mortality,Adult,Dermal,LD50,2,10.39,ug/bee
144218,Formulation,Mortality,Adult,Dermal,LD50,2,20.7,AI ug/org
144218,Formulation,Mortality,Adult,Dermal,NOEL,2,20.7,AI ug/org
148798,Active ingredient,Mortality,Adult,Food,LD50,2,4,AI ug/org
148798,Active ingredient,Mortality,Adult,Dermal,LD50,2,34,AI ug/org
148798,Active ingredient,Mortality,Larva,Food,LD50,3,7.26,AI ug/org
148798,Active ingredient,Mortality,Larva,Food,LD50,8,0.98,AI ug/org/d
148798,Active ingredient,Development,Larva,Food,NOEL,22,0.98,AI ug/org/d
148798,Active ingredient,Behavior,Adult,Food,NOEL,10,0.148,AI ug/org/d
148798,Active ingredient,Mortality,Larva,Food,NOEL,8,0.98,AI ug/org/d
148798,Active ingredient,Mortality,Adult,Food,NOEL,2,4,AI ug/org
148798,Active ingredient,Mortality,Adult,Dermal,NOEL,2,34,AI ug/org
148798,Active ingredient,Mortality,Larva,Food,NOEL,15,0.98,AI ug/org/d
148798,Active ingredient,Mortality,Adult,Food,NOEL,10,2.57,AI ug/org/d
150685,Formulation,Mortality,Adult,Dermal,LD50,2,110,ug/bee
297972,Formulation,Mortality,Adult,Dermal,LD50,2,0.042,ug/bee
298000,Formulation,Mortality,Adult,Dermal,LD50,2,0.291,ug/bee
298022,Formulation,Mortality,Adult,Dermal,LD50,2,10.07,ug/bee
298044,Active ingredient,Mortality,Adult,Dermal,LD50,2,1.11,AI ug/org
298044,Formulation,Mortality,Adult,Dermal,LD50,2,5.14,ug/bee
298044,Active ingredient,Mortality,Adult,Dermal,LD50,2,0.96,AI ug/org
299843,Formulation,Mortality,Adult,Dermal,LD50,2,5.74,ug/bee
299843,Formulation,Mortality,Adult,Dermal,LD50,2,5.62,ug/bee
300765,Formulation,Mortality,Adult,Dermal,LD50,2,0.48,ug/bee
301122,Formulation,Mortality,Adult,Dermal,LD50,2,3,ug/bee
309002,Formulation,Mortality,Adult,Dermal,LD50,2,0.353,ug/bee
314409,Formulation,Mortality,Adult,Dermal,LD50,2,193.38,ug/bee
315184,Formulation,Mortality,Adult,Dermal,LD50,2,0.308,ug/bee
327980,Formulation,Mortality,Adult,Dermal,LD50,2,2.33,ug/bee
330541,Formulation,Mortality,Adult,Dermal,LD50,2,145.03,ug/bee
330541,Formulation,Mortality,Adult,Dermal,LD50,2,145.03,ug/bee
330552,Formulation,Mortality,Adult,Dermal,LD50,2,120.86,ug/bee
333415,Formulation,Mortality,Adult,Dermal,LD50,2,0.372,ug/bee
420042,Formulation,Mortality,Adult,Dermal,LD50,4,36.2,AI ug/org
420042,Formulation,Mortality,Adult,Dermal,NOEL,4,12,AI ug/org
485314,Formulation,Mortality,Adult,Dermal,LD50,2,11.6,ug/bee
510156,Formulation,Mortality,Adult,Dermal,LD50,2,9.67,ug/bee
510156,Formulation,Mortality,Adult,Dermal,LD50,2,1849,ug/bee
563122,Formulation,Mortality,Adult,Dermal,LD50,2,20.55,ug/bee
584792,Formulation,Mortality,Adult,Dermal,LD50,2,0.314,ug/bee
608731,Formulation,Mortality,Adult,Dermal,LD50,2,0.562,AI ug/org
624920,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
624920,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
639587,Formulation,Mortality,Adult,Dermal,LD50,2,96.69,AI ug/org
644644,Formulation,Mortality,Adult,Dermal,LD50,2,5.84,ug/bee
709988,Active ingredient,Mortality,Adult,Dermal,LD50,2,99.8,AI ug/org
709988,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
709988,Active ingredient,Mortality,Adult,Food,LD50,2,99.8,AI ug/org
709988,Active ingredient,Mortality,Larva,Food,LD50,3,99.1,AI ug/org
709988,Active ingredient,Mortality,Larva,Food,LD50,8,22,AI ug/org/d
709988,Active ingredient,Mortality,Adult,Food,LD50,2,6.13,AI ug/org
709988,Active ingredient,Growth,Larva,Food,NOEL,22,22,AI ug/org/d
709988,Active ingredient,Mortality,Larva,Food,NOEL,15,12,AI ug/org/d
709988,Active ingredient,Mortality,Adult,Food,NOEL,10,238,AI ug/org/d
709988,Active ingredient,Behavior,Adult,Food,NOEL,10,28.4,AI ug/org/d
709988,Active ingredient,Development,Larva,Food,NOEL,22,12,AI ug/org/d
709988,Active ingredient,Mortality,Larva,Food,NOEL,8,22,AI ug/org/d
732116,Formulation,Mortality,Adult,Dermal,LD50,2,1.064,ug/bee
741582,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
759944,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
759944,Active ingredient,Mortality,Adult,Dermal,LD50,3,72.5,AI ug/org
759944,Active ingredient,Mortality,Larva,Food,LD50,3,11,AI ug/org
786196,Formulation,Mortality,Adult,Dermal,LD50,2,4.47,ug/bee
834128,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
834128,Formulation,Mortality,Adult,Dermal,LD50,2,96.69,ug/bee
886500,Formulation,Mortality,Adult,Dermal,LD50,2,236.4,ug/bee
947024,Formulation,Mortality,Adult,Dermal,LD50,2,4.23,ug/bee
950107,Formulation,Mortality,Adult,Dermal,LD50,2,3.51,ug/bee
950378,Formulation,Mortality,Adult,Dermal,LD50,2,0.236,ug/bee
950378,Formulation,Mortality,Adult,Dermal,LD50,2,0.236,AI ug/org
953173,Formulation,Mortality,Adult,Dermal,LD50,2,1.46,ug/bee
959988,Formulation,Mortality,Adult,Dermal,LD50,2,17.42,AI ug/org
973217,Formulation,Mortality,Adult,Dermal,LD50,2,48.42,ug/bee
999815,Formulation,Mortality,Adult,Food,LD50,2,123,ug/bee
999815,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
999815,Formulation,Mortality,Adult,Dermal,NOEL,2,100,ug/bee
999815,Formulation,Mortality,Adult,Food,NOEL,2,123,ug/bee
1071836,Formulation,Mortality,Adult,Food,LD50,2,100,ug/bee
1071836,Formulation,Mortality,Adult,Dermal,LD50,2,100,ug/bee
1071836,Active ingredient,Mortality,Adult,Dermal,LD50,2,103,ae ug/org
1071836,Active ingredient,Mortality,Adult,Food,LD50,2,182,AI ug/org
1071836,Active ingredient,Mortality,Adult,Food,NOEL,2,182,AI ug/org
1071836,Active ingredient,Mortality,Adult,Dermal,NOEL,2,103,ae ug/org
1079330,Formulation,Mortality,Adult,Dermal,LD50,2,0.423,ug/bee
1134232,Active ingredient,Mortality,Larva,Food,LD50,8,8.4,AI ug/org/d
1134232,Active ingredient,Mortality,Larva,Food,LD50,3,10,AI ug/org
1134232,Formulation,Mortality,Adult,Dermal,LD50,2,29.01,ug/bee
1134232,Active ingredient,Mortality,Larva,Food,NOEL,15,4.8,AI ug/org/d
1134232,Active ingredient,Growth,Adult,Food,NOEL,10,5.3,AI ug/org/d
1134232,Active ingredient,Development,Larva,Food,NOEL,22,1.7,AI ug/org/d
1134232,Active ingredient,Growth,Larva,Food,NOEL,22,4.8,AI ug/org/d
1134232,Active ingredient,Mortality,Adult,Food,NOEL,10,2.7,AI ug/org/d
1134232,Active ingredient,Behavior,Adult,Food,NOEL,10,2.7,AI ug/org/d
1134232,Active ingredient,Mortality,Larva,Food,NOEL,8,4.8,AI ug/org/d
1194656,Formulation,Mortality,Adult,Dermal,LD50,2,120.86,ug/bee
1214397,Active ingredient,Mortality,Adult,Dermal,LD50,4,25,AI ug/org
1214397,Active ingredient,Mortality,Adult,Dermal,NOEL,4,25,AI ug/org
1317391,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
1344816,Formulation,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
1344816,Formulation,Mortality,Adult,Dermal,NOEL,2,25,AI ug/org
1403663,Formulation,Mortality,Adult,Dermal,LD50,2,25.4,AI ug/org
1563662,Formulation,Mortality,Adult,Dermal,LD50,2,0.16,ug/bee
1582098,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
1610180,Active ingredient,Mortality,Adult,Dermal,LD50,2,36,AI ug/org
1610180,Active ingredient,Mortality,Adult,Dermal,NOEL,2,13,AI ug/org
1689845,Active ingredient,Mortality,Adult,Food,LD50,2,3.3,AI ug/org
1689845,Active ingredient,Mortality,Adult,Dermal,LD50,2,159,AI ug/org
1689845,Formulation,Mortality,Adult,Dermal,LD50,2,14.5,ug/bee
1689845,Active ingredient,Mortality,Adult,Food,NOEL,10,5.74,AI ug/org/d
1689845,Active ingredient,Mortality,Adult,Food,NOEL,10,3.5,AI ug/org/d
1689845,Active ingredient,Behavior,Adult,Food,NOEL,10,27.9,AI ug/org/d
1689845,Active ingredient,Behavior,Adult,Food,NOEL,10,3.5,AI ug/org/d
1689992,Active ingredient,Mortality,Larva,Food,LD50,4,60,AI ug/org
1698608,Formulation,Mortality,Adult,Dermal,LD50,2,193.38,ug/bee
1702176,Active ingredient,Mortality,Larva,Food,LD50,8,25.8,AI ug/org/d
1702176,Active ingredient,Development,Larva,Food,NOEL,22,25.8,AI ug/org/d
1702176,Active ingredient,Mortality,Larva,Food,NOEL,15,25.8,AI ug/org/d
1702176,Active ingredient,Mortality,Larva,Food,NOEL,8,25.8,AI ug/org/d
1702176,Active ingredient,Mortality,Adult,Food,NOEL,10,71.69,AI ug/org/d
1702176,Active ingredient,Growth,Adult,Food,NOEL,10,71.69,AI ug/org/d
1702176,Active ingredient,Behavior,Adult,Food,NOEL,10,71.69,AI ug/org/d
1702176,Active ingredient,Growth,Larva,Food,NOEL,22,25.8,AI ug/org/d
1757182,Formulation,Mortality,Adult,Dermal,LD50,2,2.66,ug/bee
1836755,Formulation,Mortality,Adult,Dermal,LD50,2,275,AI ug/org
1861401,Active ingredient,Mortality,Adult,Dermal,LD50,2,101,AI ug/org
1861401,Active ingredient,Mortality,Adult,Dermal,NOEL,2,101,AI ug/org
1897456,Formulation,Mortality,Adult,Dermal,LD50,2,181.29,ug/bee
1910425,Formulation,Mortality,Adult,Food,LD50,2,43,AI ug/org
1910425,Formulation,Mortality,Adult,Dermal,LD50,2,101,AI ug/org
1910425,Active ingredient,Mortality,Adult,Food,LD50,2,70,AI ug/org
1910425,Active ingredient,Mortality,Adult,Dermal,LD50,2,198,AI ug/org
1912249,Formulation,Mortality,Adult,Dermal,LD50,2,96.69,ug/bee
1918009,Formulation,Mortality,Adult,Dermal,LD50,2,90.65,ug/bee
1918009,Active ingredient,Mortality,Larva,Food,LD50,8,21,AI ug/org/d
1918009,Active ingredient,Mortality,Larva,Food,NOEL,8,21,AI ug/org/d
1918009,Active ingredient,Development,Larva,Food,NOEL,22,5.1,AI ug/org/d
1918009,Active ingredient,Mortality,Larva,Food,NOEL,15,5.1,AI ug/org/d
1918021,Formulation,Mortality,Adult,Dermal,LD50,2,14.5,ug/bee
1918167,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
1918167,Formulation,Mortality,Adult,Dermal,LD50,2,311,AI ug/org
1928434,Active ingredient,Mortality,Adult,Dermal,LD50,3,100,AI ug/org
1928434,Active ingredient,Mortality,Adult,Dermal,NOEL,3,50,AI ug/org
1929824,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1929824,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
1982496,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
1982496,Formulation,Mortality,Adult,Dermal,LD50,2,120.86,ug/bee
1982496,Active ingredient,Mortality,Adult,Dermal,NOEL,2,100,AI ug/org
2008415,Formulation,Mortality,Adult,Dermal,LD50,2,26.01,ug/bee
2032599,Formulation,Mortality,Adult,Dermal,LD50,2,1.12,ug/bee
2032599,Formulation,Mortality,Adult,Dermal,LD50,2,1.16,ug/bee
2032657,Formulation,Mortality,Adult,Dermal,LD50,2,0.375,AI ug/org
2039465,Formulation,Mortality,Adult,Dermal,LD50,2,25,ug/bee
2039465,Formulation,Behavior,Adult,Food,NOEL,10,134,ae ug/org/d
2039465,Formulation,Mortality,Adult,Food,NOEL,10,42.2,ae ug/org/d
2039465,Formulation,Mortality,Adult,Dermal,NOEL,2,25,ug/bee
2104645,Formulation,Mortality,Adult,Dermal,LD50,2,0.245,ug/bee
2163806,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
2163806,Formulation,Mortality,Adult,Dermal,LD50,2,68,AI ug/org
2164172,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
2164172,Formulation,Mortality,Adult,Food,LD50,2,100,AI ug/org
2164172,Active ingredient,Mortality,Larva,Food,LD50,8,5.05,AI ug/org/d
2164172,Active ingredient,Mortality,Larva,Food,LD50,8,5.87,AI ug/org/d
2164172,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
2164172,Active ingredient,Mortality,Larva,Food,LD50,3,22,AI ug/org
2164172,Formulation,Mortality,Adult,Dermal,LD50,2,193.38,ug/bee
2164172,Active ingredient,Mortality,Adult,Food,LD50,2,34.02,AI ug/org
2164172,Active ingredient,Mortality,Adult,Food,LD50,2,96,AI ug/org
2164172,Active ingredient,Development,Larva,Food,NOEL,22,2.21,AI ug/org/d
2164172,Active ingredient,Mortality,Larva,Food,NOEL,8,2.21,AI ug/org/d
2164172,Formulation,Mortality,Adult,Food,NOEL,10,11.2,AI ug/org/d
2164172,Active ingredient,Development,Larva,Food,NOEL,22,2,AI ug/org/d
2164172,Active ingredient,Behavior,Adult,Food,NOEL,10,1.73,AI ug/org/d
2164172,Active ingredient,Mortality,Adult,Food,NOEL,10,12.6,AI ug/org/d
2164172,Active ingredient,Behavior,Adult,Food,NOEL,10,11.2,AI ug/org/d
2164172,Active ingredient,Mortality,Larva,Food,NOEL,15,0.81,AI ug/org/d
2164172,Active ingredient,Mortality,Adult,Food,NOEL,10,11.2,AI ug/org/d
2164172,Active ingredient,Mortality,Larva,Food,NOEL,15,2.21,AI ug/org/d
2164172,Active ingredient,Mortality,Larva,Food,NOEL,8,5.05,AI ug/org/d
2164172,Formulation,Behavior,Adult,Food,NOEL,10,11.2,AI ug/org/d
2212671,Formulation,Mortality,Adult,Dermal,LD50,2,29.01,ug/bee
2303175,Formulation,Mortality,Adult,Dermal,LD50,2,36.26,ug/bee
2303175,Active ingredient,Mortality,Adult,Dermal,LD50,2,25,AI ug/org
2310170,Formulation,Mortality,Adult,Dermal,LD50,2,8.94,ug/bee
2312358,Active ingredient,Mortality,Larva,Food,LD50,3,25.31,AI ug/org/d
2312358,Active ingredient,Mortality,Adult,Dermal,LD50,2,15,ug/bee
2312358,Formulation,Mortality,Adult,Food,LD50,2,100,AI ug/org
2312358,Active ingredient,Mortality,Adult,Dermal,LD50,4,51.33,AI ug/org
2312358,Active ingredient,Mortality,Adult,Food,LD50,2,100,AI ug/org
2312358,Formulation,Mortality,Adult,Dermal,LD50,4,62.19,AI ug/org
2312358,Active ingredient,Mortality,Larva,Food,LD50,8,4.8,AI ug/org/d
2312358,Active ingredient,Mortality,Adult,Dermal,NOEL,2,9.8,ug/bee
2312358,Active ingredient,Development,Larva,Food,NOEL,22,1.3,AI ug/org/d
2312358,Formulation,Mortality,Adult,Dermal,NOEL,4,25,AI ug/org
2312358,Active ingredient,Mortality,Larva,Food,NOEL,8,2.5,AI ug/org/d
2312358,Active ingredient,Mortality,Larva,Food,NOEL,22,1.3,AI ug/org/d
2312358,Active ingredient,Mortality,Adult,Food,NOEL,10,1,AI ug/org/d
2312358,Formulation,Mortality,Adult,Food,NOEL,2,100,AI ug/org
2312358,Active ingredient,Mortality,Larva,Food,NOEL,15,1.3,AI ug/org/d
2312358,Active ingredient,Mortality,Adult,Dermal,NOEL,4,25,AI ug/org
2312358,Active ingredient,Mortality,Adult,Food,NOEL,2,100,AI ug/org
2312358,Active ingredient,Behavior,Adult,Food,NOEL,10,1,AI ug/org/d
2385855,Formulation,Mortality,Adult,Dermal,LD50,2,7.15,ug/bee
2439012,Formulation,Mortality,Adult,Dermal,LD50,2,66.47,ug/bee
2439103,Formulation,Mortality,Adult,Dermal,LD50,2,12.09,ug/bee
2439103,Active ingredient,Mortality,Adult,Dermal,LD50,1,200,AI ug/org
2439103,Active ingredient,Mortality,Adult,Food,LD50,1,200,AI ug/org
2536314,Formulation,Mortality,Adult,Dermal,LD50,2,25,ug/bee
2545600,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
2545600,Formulation,Mortality,Adult,Dermal,NOEL,2,22,AI ug/org
2593159,Active ingredient,Behavior,Adult,Food,NOEL,10,4.8,AI ug/org/d
2593159,Active ingredient,Mortality,Adult,Food,NOEL,10,8.6,AI ug/org/d
2593159,Active ingredient,Growth,Adult,Food,NOEL,10,8.6,AI ug/org/d
2597037,Formulation,Mortality,Adult,Dermal,LD50,2,0.306,ug/bee
2631370,Formulation,Mortality,Adult,Dermal,LD50,2,1.13,ug/bee
2631405,Formulation,Mortality,Adult,Dermal,LD50,2,26.59,AI ug/org
2642719,Formulation,Mortality,Adult,Dermal,LD50,2,0.981,ug/bee
2669321,Formulation,Mortality,Adult,Dermal,LD50,2,0.55,ug/bee
2702729,Formulation,Mortality,Adult,Dermal,LD50,2,24.17,ug/bee
2758421,Formulation,Mortality,Adult,Dermal,LD50,2,14.5,ug/bee
2921882,Formulation,Mortality,Adult,Dermal,LD50,2,0.114,AI ug/org
3244904,Formulation,Mortality,Adult,Dermal,LD50,2,17.43,AI ug/org
3254635,Formulation,Mortality,Adult,Dermal,LD50,2,0.178,ug/bee
3383968,Formulation,Mortality,Adult,Dermal,LD50,2,1.55,ug/bee
3547339,Active ingredient,Mortality,Adult,Dermal,LD50,2,56.9,AI ug/org
3547339,Active ingredient,Mortality,Adult,Dermal,NOEL,2,12.5,AI ug/org
3572063,Formulation,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
4301502,Formulation,Mortality,Adult,Dermal,LD50,2,16.62,AI ug/org
4685147,Formulation,Mortality,Adult,Dermal,LD50,2,6.04,ug/bee
5234684,Active ingredient,Mortality,Adult,Dermal,LD50,2,100,AI ug/org
5234684,Active ingredient,Mortality,Adult,Food,LD50,2,104.44,AI ug/org
5234684,Formulation,Mortality,Adult,Dermal,LD50,2,181.29,ug/bee
5234684,Active ingredient,Mortality,Larva,Food,LD50,3,75,AI ug/org/d
5234684,Active ingredient,Mortality,Adult,Food,NOEL,10,18,AI ug/org/d
5234684,Active ingredient,Behavior,Adult,Food,NOEL,10,9.2,AI ug/org/d
5598130,Formulation,Mortality,Adult,Dermal,LD50,2,0.383,ug/bee
5902512,Formulation,Mortality,Adult,Dermal,LD50,2,193.38,ug/bee
6062266,Formulation,Mortality,Adult,Dermal,LD50,2,25,ug/bee
6062266,Formulation,Mortality,Adult,Dermal,LD50,2,237.37,ug/bee
